SMILES,Symbol
CC(C)(C)C(=O)NC1=CC(C#N)=CC=C1COC(=O)N1C[C@@H]2CN(C(=O)C3=CC=C4NN=NC4=C3)C[C@H]2C1,Y3B
NC(=O)CC[C@H](NC(=O)[C@H](CC1=CC=CC=C1)N1CC2=CC=CC=C2C1=O)C(=O)O,Y3C
CC1=C(O)C(/C=N/[C@H]2C[C@@H](C(=O)O)CC2=O)=C(COP(=O)(O)O)C=N1,Y3D
S=C1NC(C2=CC=CC=C2)=CS1,Y3E
COC1=CC(C(=O)N2C[C@@H]3[C@H](C2)[C@H]2CN(C(=O)C4=CC=C5NN=NC5=C4)C[C@@H]32)=CC2=C1C=CC=C2,Y3F
C#CC1=CNC(=O)NC1=O,Y3G
C#CCOC(=O)[C@@]1(C)CCC(=O)[C@@H](C(=O)OC(C)(C)C)C1,Y3H
C[C@H]1C[C@@H](N)CN(C2=C3C(C4=CC=CC(C#N)=C4)=C(Cl)NC3=NC=N2)C1,Y3I
NC1=C2N=CN([C@@H]3O[C@H](C(F)F)[C@@H](O)C3O)C2=NC=N1,Y3J
CN1C(=O)NC2=CC=C(C(=O)N3C[C@H]4CCN(C(=O)C5=CC(C6CC6)=NC(OCC6CCOCC6)=C5)CC[C@H]4C3)C=C21,Y3K
CC(=O)NC1=NC2=CC=C(Cl)C=C2S1,Y3L
CCOC(=O)C1=C2N=C3CCCC(O)=C3[C@@H](C3=CC=C(SC4=NC5=CC=CC=C5N4)O3)C2=CN1,Y3M
CC(=O)NC1=CC=C(C#N)C=C1C(F)(F)F,Y3N
C[C@H]1CC[C@@H](N)CN1C1=C2C(C3=CC=CC(C#N)=C3)=C(Cl)NC2=NC=N1,Y3O
O=C(O)/C=C(\O)C(=O)O,Y3P
CC1=CC(OCC2=NNC(=O)C=C2)=C(C(C)C)C=C1Cl,Y3Q
CCOC(=O)CCC(=O)NNC(=O)CCC1=CC=CC=C1C(=O)N[C@H](C)C1=CC=CC(C2=CSC=C2)=C1,Y3R
COC1=CC=C(NC(=O)N2CCN(C(=O)C3=C(F)C=CS3)C[C@H]2C)C=C1,Y3S
COC1=CC=C(C(=O)NC2=CC=C(F)C(Cl)=C2)C=C1NC(=O)CCCN(C)C,Y3T
CN1C(=O)C=CN([C@@H]2O[C@H](COS(=O)(=O)NC(=O)[C@@H](N)CC3=CC=C(O)C=C3)[C@@H](O)[C@H]2O)C1=O,Y3U
C[C@@H]1CN(C(=O)C2=CC=CN2C)CCN1C(=O)NCC1CC1,Y3V
CC1=CC(C)=C(C(C)(C)CCOC(=O)C(C)(C)C)C(O)=C1,Y3W
COCCNC(=O)N1CCN(C(=O)C2=CC=CS2)C[C@H]1C,Y3Y
O=S(=O)(C1=CC=C(CCN2C3=CC(O)=C(O)C=C3C3=CC(O)=C(O)C=C3S2(=O)=O)C=C1)C1=CC=C(O)C(O)=C1,Y3Z
COCCOC1=CC(C(=O)N2C[C@@H]3[C@H]4CN(C(=O)C5=CC=C6NN=NC6=C5)C[C@H]4[C@@H]3C2)=NC2=C1C=CC=C2,Y40
CC1=C(C(=O)N[C@H](C)C2=CC=CC3=C2C=CC=C3)C=CC=C1N,Y41
O=C1N=CNC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,Y43
O=C(NCC1=CN=CC=C1)N1CCN(C(=O)C2=CC=CS2)CC1,Y44
O=P(O)(O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,Y45
NC1=C(NS(=O)(=O)C2=CC=CC=C2)C(=O)NC(=O)N1CC1=CC=CC=C1,Y46
CC1=CC=C(C(=O)N2CCN(C(=O)NCC3=CC=CN=C3)CC2)O1,Y47
CC(C)C[C@H](NC(=O)OCC1=CC(F)=C(F)C=C1F)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)S(=O)(=O)O,Y48
NC(=O)C1=C2NC(=O)N(C3=CC=CC=C3)C2=NC(C2=CC=C(C(=O)O)C=C2)=N1,Y49
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,Y4B
CCCCC1=CC=C(NC(=O)C(=O)NCCN2CCN(S(=O)(=O)C3=CC=C(C)C=C3)CC2)C=C1,Y4C
CC(C)C[C@H](NC(=O)OCC1C[C@H]2CCC[C@@H](C1)C2)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](O)S(=O)(=O)O,Y4D
SC[C@H]1SC[C@@H]2NC3=CC=CC=C3N21,Y4E
NC1=C2N=CN([C@@H]3O[C@@H]4COP(=O)(O)O[C@@H]5[C@H](O)[C@@H](COP(=O)(O)O[C@H]4[C@H]3O)O[C@H]5N3C=NC4=C3N=CN=C4N)C2=NC=N1,Y4F
O=P(O)(O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,Y4H
CC1=CN([C@H]2C[C@H](O)[C@@H](CO[P@](O)(=S)N3C[C@@H](CO)O[C@@H](N4C=CC(=O)NC4=O)C3)O2)C(=O)NC1=O,Y4I
CC(C)C[C@H](NC(=O)OC[C@H]1C[C@H]2C=CC[C@H](C2)C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](O)S(=O)(=O)O,Y4J
C[C@H](CNNC1=CC=C(S(N)(=O)=O)C=C1[N+](=O)[O-])C1=CC=CC=C1,Y4K
CN(C)S(=O)(=O)NC1=CC=C(Cl)C=C1,Y4L
NS(=O)(=O)CCCC(=O)N1CCN(C2=CC=C3N=CN(CC(=O)NCC4=CC(Cl)=C(Cl)C=C4)C(=O)C3=C2)CC1,Y4N
CC1=CC(NC(=O)C2=CC=CC(NC(=O)CCCN(C)C)=C2)=CC=C1NC1=NC=CC(C2=CC=CN=C2)=N1,Y4O
CC(C)C[C@H](NC(=O)OC[C@H]1C[C@H]2CC[C@@H]1C2)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,Y7G
CC1=NC(NN/C=C/CC2=CC=CC=C2[N+](=O)[O-])=NC(=O)C1,Y4Q
CC1=CC(OCC2=NC(C#N)=C(N3CCCC3)O2)=C(C(C)(C)C)C=C1C#N,Y4R
C=CCC1=CC=C(O)C(C2=CC=C(O)C(CC=C)=C2)=C1,Y4T
CC(=O)C1=CN(S(=O)(=O)C2=CC=CC=C2)C=C1,Y4U
CC(C)C[C@H](NC(=O)OCC12CC3CC(CC(C3)C1)C2)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](O)S(=O)(=O)O,Y4V
CN1C(=O)N(CC2=CC=C(F)C(F)=C2)C2=C1N=C(NC1=CC=C(C(=O)N3CCC(S(N)(=O)=O)CC3)C=C1)N=C2,Y4W
CN(C(=O)[C@H](CC1=CC(F)=CC(F)=C1)NC(=O)CC1=CNC2=C1C=C(O)C=C2)C1=CC=C2SC=NC2=C1,Y4X
NCC1=CC2=C(C=C1[N+](=O)[O-])NC(=O)C(=O)N2,Y4Y
NC(=O)N1CCCC2=C(C1)N(CC1=CC=CC(OC(F)(F)F)=C1)C1=CC=CC=C21,Y4Z
COC1=CC=C(/C=C/C(=O)C2=C3OC(C)(C)C=CC3=C(OC)C=C2)C=C1N,Y50
CC(C)C[C@H](NC(=O)OC[C@H]1C[C@H]2C=C[C@@H]1C2)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,Y71
CO/C=C(/C(=O)OC)C1=CC=CC=C1CSC1=NC2=CC(OC)=CC=C2S1,Y52
CC1(C)CC(OC2=CC=C(C3=CC=C(C4=CNN=C4)C=C3O)N=N2)CC(C)(C)N1,Y53
CC1=CC=C(NC2CNC2)C=C1C(=O)N[C@H](C)C1=CC=CC(C2=CC=C(CN[C@@H]3CC[C@H](O)C3)S2)=C1,Y54
O=C1CC2=CC=C(C3=CC=CO3)C=C2C(=O)N1O,Y55
CN(C)CCCC(=O)NC1=CC=C(C(=O)N2CC[C@H](NC3=NC=CC(C4=C5C=CC=CN5N=C4C4=CC=CC=C4)=N3)C2)C=C1,Y56
CC(C)N(CCCC[C@H](N)C(=O)O)CCC1=CC=CC=C1,Y57
OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](N2C=C(SC3=CC=CC=C3)N=N2)[C@H]1O,Y58
Cc1cc(nn2c1nc(c2)C)C3=CC(=O)[N]4=C(N3)C=CC(=C4)N5CCNC6(C5)CC6,Y59
O=S(=O)(C1=CC=CC=C1)N(CC1=CC=C(C2=CC=CC=C2)C=C1)C1=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C1,Y5B
NC1=NC2=C(C(=O)N1)N(CCCCC1=CC(F)=C(C(=O)O)C=C1)C=C2,Y5C
CCS(=O)(=O)N1CC(CC#N)(N2C=C(C3=C4C=CNC4=NC(NC4=CC=C(C5CCN(C)CC5)C(F)=C4)=N3)C=N2)C1,Y5D
COC1=CC=C(CN(CCN(C)C)C2=CC=CC=N2)C=C1,Y5E
N#CC1=CN=CC(NC(=O)C2=C(Cl)C=CC([N+](=O)[O-])=C2)=C1,Y5F
CCS(=O)(=O)N1CC(CC#N)(N2C=C(C3=C4C=CNC4=NC(NC4=CC=C(C5CCN(C)CC5)C=C4)=N3)C=N2)C1,Y5G
C[N+](C)(C)CCCN1C(=O)[C@@H]2[C@H](C1=O)[C@H](C1=COC(C3=CC=C(Cl)S3)=N1)N1CCC[C@@H]21,Y5H
CC1=NN=C(C2=CC=C(OCCCOC3=CC=C(CCC(=O)O)C(F)=C3)C(F)=C2)S1,Y5I
COC1=CC=C2C(=C1)NC(=O)CN2C1=NC(Cl)=NC2=C1OC=C2,Y5J
COC1=CC=C2C(=C1)NC(=O)CN2C1=C2CCCC2=NC(Cl)=N1,Y5L
COC1=CC2=C(C=C1)N(C1=NC(C)=NC3=C1CCC3)CC(=O)N2,Y5M
ClC1=CC(N[C@@H](CC2=CC=CC=C2)C2=CC=C(Cl)N=C2)=CC=C1,Y5N
N#CC1=CC=C(NC(=O)C2=C(Cl)C=CC([N+](=O)[O-])=C2)C=N1,Y5O
O=P(O)(O)OC[C@H]1O[C@@H](N2C=CCN=C2)[C@H](O)[C@@H]1O,Y5P
C=C[C@H]1CN([C@@H](C)C2=CN(CCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)N=N2)C(=O)[C@@H]2CCC[C@H]1N2S(=O)(=O)C1=CC(Cl)=CC(Cl)=C1,Y5Q
ClC1=CC=C2C(=C3CCNCC3)C3=C(C=CC=N3)CCC2=C1,Y5R
CC(C)C[C@H](NC(=O)OCC1C[C@H]2CCC[C@@H](C1)C2)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)S(=O)(=O)O,Y5S
CC1=CC(NC(=O)C2=CC([N+](=O)[O-])=CC=C2Cl)=CC=N1,Y5T
[H]/N=C(\N)C1=CC2=C(C=C1)N=C(C1=CC=C(C3=NC4=C(C=C(/C(N)=N\[H])C=C4)N3)[Se]1)N2,Y5U
COC1=CC(CCNC(=O)C2=C(O)C(=O)NC(C3=CC=CC=C3C)=N2)=CC=C1O,Y5V
O=C(NC1=CC(F)=CN=C1)C1=C(Cl)C=CC([N+](=O)[O-])=C1,Y5X
CCN1C(C2=CN=C(C)N=C2)=NC2=C1N=CN=C2N[C@H]1CCN(C(=O)C2CC2)C1,Y5Y
NC1=NC2=C(C(=O)N1)N(CCCCC1=CC(F)=C(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C=C1)C=C2,Y5Z
C[C@@H](NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1,Y60
CC(=O)NCC1=CC=C(C2=CC([C@@H](C)NC(=O)C3=CC(NC4CNC4)=CC=C3C)=CC=C2)S1,Y61
N#CC1=CC=C(NC(=O)C2=C(Cl)C=CC([N+](=O)[O-])=C2)N=C1,Y62
C#CC1=CC=CC2=C1C(C1=C(F)C3=C(C=N1)C(N1C[C@H]4CC[C@@H](C1)N4C(=O)CCC(=O)O)=NC(OCC14CCCN1CCC4)=N3)=CC=C2,Y63
CC(C)C[C@H](NC(=O)OC[C@H]1C[C@H]2C=CC[C@H](C2)C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,Y64
CC1=NN=C(NC(=O)C2=CC=C([C@@H]3C[C@@H](O)N4C5=C(C=C(C)C(C)=C5)N(C[C@@H](O)[C@@H](O)[C@@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]5O[C@@H](N6C=NC7=C6N=CN=C7N)[C@H](O)[C@@H]5O)C5=NC(=O)NC(=O)[C@@]534)C=C2)S1,Y66
O=C(CN1N=NC2=CC=CC=C21)N(CC1=CC=CC(Cl)=C1)C1=CC=C(C2=CC=CNC2=O)C=C1,Y67
O=C(OCC1=CC(OC(F)(F)F)=CC(Cl)=C1)N1C[C@@H]2CN(C(=O)C3=CC4=C(C=C3)NN=N4)C[C@@H]2C1,Y68
CCOCCOCCOCCCCCCCCCCC=O,Y69
O=C(CN1N=NC2=CC=CC=C21)N(CC1=CSC=C1)C1=CC=C(C2=CNN=C2)C=C1,Y6A
O=C(O)C=CC(=O)NC1=C2C=CC=NC2=C2N=CC=CC2=C1,Y6C
O=C(CN1N=NC2=CC=CC=C21)N(CC1=CSC=C1)C1=CC=C(C2=CC=CN=C2)C=C1,Y6D
CS(=O)(=O)N1CCN(C(=O)C2=CN=C3C=CC(F)=CC3=C2C2=CC=C(C3(C#N)CC3)C=C2)CC1,Y6E
CCN(CC)S(=O)(=O)C1=CC=C(C2=CSC(NC3=CC=C(C)C(C)=C3)=N2)C=C1,Y6F
O=C(CN1N=NC2=CC=CC=C21)N(CC1=CSC=C1)C1=CC=C(C2=CNC=N2)C=C1,Y6G
COC1=CC(C(=O)O)=CC=C1NCC1=CC=C(C2(C(C)(C)C)OCC(C)(C)CO2)C=C1,Y6H
O=C(OCC1=CC(F)=C(OC(F)(F)F)C=C1)N1CCC2=CC(C(=O)N3CCC4=C(C3)N=NN4)=NN2CC1,Y6I
O=C(NC1=CC=C(N(CC2=CSC=C2)C(=O)CN2N=NC3=CC=CC=C32)C=C1)C1CC1,Y6J
C=C1C[C@]2(C(=O)OC)C[C@H]1C(=O)[C@H](C(=O)OC(C)(C)C)C2,Y6K
COC1=CC(C(=O)NNC(=O)C2=CC(C(C)(C)N)=CC(C3=CC=C(F)C=C3)=N2)=CC=C1OC1CC1,Y6L
OC1=CC2=C(C=C1)CCC(O)N2,Y6M
CC1=NC2=CC(OCC3=NNC(=O)N3C)=C(C3CC3)C=C2S1,Y6N
CC[C@H]1CCC[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H](CC3CCCCC3)C(=O)O)[C@H]2OC(=O)C2=CC=CC=C2)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,Y6O
CC1=CC=CC2=C1NC(C(=O)O)=C2C1=CNN=C1,Y6P
O=C(/C=C/C1=CC=C(OC(F)(F)F)C=C1)N1CC[C@@H]2CN(C(=O)C3=CC=C4NN=NC4=C3)C[C@@H]2CC1,Y6R
O=C(O)C1=CC2=C(C=C(I)C=C2)N1,Y6S
CC[C@H]1C[C@@H](C(=O)NCCCC2=CN(CCC(=O)NC3=CC(S(=O)(=O)O)=CC4=C3C(S(=O)(=O)O)=CC(S(=O)(=O)O)=C4)N=N2)C[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H](CC3CCCCC3)C(=O)O)[C@H]2OC(=O)C2=CC=CC=C2)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,Y6T
NC1=NC2=C(C(=O)N1)N(CCCC1=CC=C(C(=O)N[C@@H](CCC(=O)O)C(=O)O)C=C1)C=C2,Y6U
O=C1COC2=CC(C(=O)N(CC3=CC=CS3)C3CC3)=CC=C2N1,Y6V
O=C1C=CN([C@@H]2O[C@H](COP(=O)(O)CCC[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1,Y6W
N#CC1=CC(Cl)=CC2=C1C[C@@H](NC1=NC=C(C(=O)N3CCC34COC4)C=N1)C2,Y6X
CC1=CC(OCC2=NN=C(SC3CCCC3)N2C2=CC=CN=C2)=CC=C1C1=CC=C(S(C)(=O)=O)C=C1,Y6Y
C[C@H](C[C@@H]1CC[C@@H](O)[C@H](O)[C@H]1O)[C@@H]1CC[C@@H](C)/C=C/CC/C=C/C(=O)[C@H](C)[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O1,Y6Z
NC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,Y70
NC1=NC2=C(C(=O)N1)N(CCCCC1=CSC(C(=O)N[C@@H](CCC(=O)O)C(=O)O)=C1F)C=C2,Y72
CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@H](CO)[C@H](O)/C=C/CCCCCCCCCCCCC,Y73
COC1=CC=C(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3C3=CC=CC=C3)OC(=O)[C@H](CC(=O)O)OC(=O)C(C)(C)CNC2=O)C=C1Cl,Y74
CN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN)NCC2=C(N=CC=C2)SC2=C(Cl)C=CC(C3=CC=C(N)N=C3)=C2CNC(=O)[C@@H]1CC1=CNC2=C1C=CC=C2,Y75
CN1C(=O)N(CC2=CC=C(F)C=C2)C2=C1N=C(Cl)N=C2,Y76
C/C(=C/COP(=O)(O)O)/CCN=[N]=N,Y77
CC1=CC=C(C2=NC(NCC3=CC=C(C)O3)=C(C)N=N2)C=C1,Y78
NC1=NC2=C(C(=O)N1)N(CCCCC1=CC(F)=C(C(=O)N[C@@H](CCC(=O)O)C(=O)O)C=C1)C=C2,Y79
CN(C)C1=CC(C(=O)N2C[C@@H]3CN(C(=O)C4=CC=C5NN=NC5=C4)C[C@H]3C2)=CC(OCC2CCOCC2)=N1,Y7A
CC(=O)N1CCC2=C(C1)C1=CC(C(=O)NC3=CC=C(N4CCOCC4)C=C3)=CC=C1N2,Y7B
CCCN1N=NN=C1NC(=O)C1=CC=CC(Cl)=C1,Y7C
CCCC/C(C)=C\COP(=O)(O)OP(=O)(O)O,Y7D
CNC(=O)C[C@@H](NC(=O)CN1C=NC2=CC=C(N3CCN(C(C)=O)CC3)C=C2C1=O)C1=CC=C([N+](=O)[O-])C=C1,Y7E
CN1N=CC=C1C(=O)NCC1=CC=C(C2=NC(C3=CC=CS3)=NO2)S1,Y7F
O=C1C2=CC=CC3=C2C(=NN3)CCN1[C@H]1CC2CCN(CC2)C1,Y7H
CC(=O)N1CC2(CCN(C(=O)OCC3=CC(Cl)=CC(Cl)=C3)CC2)C1,Y7I
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@H](O[C@@H]2[C@H]1O)O[C@H](C)C[C@@]3(O)CNCCC1CCOCC1,Y7K
NC1=NC2=C(C(=O)N1)N(CCCCCC1=CC=C(C(=O)N[C@@H](CCC(=O)O)C(=O)O)S1)C=C2,Y7L
CC(C)C[C@H](NC(=O)OCC12CC3CC(CC(C3)C1)C2)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,Y7M
NCCCCCC(=O)N[C@H]1CC2=CC=CC=C2/C1=C\C1=CC=C2OCOC2=C1C(=O)O,Y7N
CN1C(CC(=O)N(CC2=CC=CC=C2)C2=CC=CC=C2)=NNC1=O,Y7O
CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C,Y7R
CC1=C(O)C(CNC2=C[C@H](C(=O)O)C[C@@H]2C)=C(COP(=O)(O)O)C=N1,Y7S
CC(=O)N1CCN(C2=CC=C3N=CN(CC4=CN(CC5=CC=C(C#N)C(F)=C5)N=N4)C(=O)C3=C2)CC1,Y7T
O=C1C=CN([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)C(=O)N1,Y7U
FC1=CC(I)=CC=C1,Y7V
COC1=CC=C(F)C=C1C(=O)NCC1=CC=C(C2=NN([C@@H](C)C(F)(F)F)C(N)=C2C(N)=O)C=C1,Y7W
NC1=NC=C(C2=CC=C(C(F)(F)F)C=C2)N=C1Br,Y7X
COC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2C(=O)OC,Y7Y
COC1=CC=C(/C=C(/C(=O)N2CC(=O)NC3=C2C=CC=C3)C2=CC=CC=C2)C=C1,Y80
O=C1CN(C(=O)C2=CN=CC(C3=CC=CC=C3)=C2)C2=C(C=CC=C2)N1,Y81
O=C1C2=CC=CC3=C2C(=NN3)CCN1[C@@H]1CN2CCC1CC2,Y82
CC(C)(C)OC(=O)N[C@H](CSC[C@@H](NC1=CC=CC=C1)C(=O)NCC1=CC=CN=C1)CC1=CNC2=C1C=CC=C2,Y83
FC1=CC=CC2=CC=CC=C12,Y84
CC1=CC(OCC2=CC=CC=N2)=C(C(C)(C)C)C=C1Cl,Y85
CC/C=C/C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCCCCCCCCCCC,Y86
FC1=CC=C(Br)C=C1,Y87
C[C@H](C1=CC=C(CC(=O)N2CCN(C3=CC=C(C#N)N=N3)CC2)C=C1)C(F)(F)F,Y88
O=C(CC1=CC=C(C2CC2)C=C1)N1CCN(C2=CC=C(Cl)N=N2)CC1,Y89
COC1=CC2=C(C=C1)N(CC1=CC=C(Cl)C=C1)C1=C2CCN=C1C,Y8A
O=C(CNC1=CC(Cl)=CC=C1)N[C@@H]1CCCN(C2=C3C=CNC3=NC=N2)C1,Y8C
FC1=CC=C(I)C=C1,Y8D
COCCNC(=O)C1=CC(C2=C(OCC3=NNC(=O)N3C)C=C(C)C(Cl)=C2)=CC=C1,Y8E
CCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCC)COP(=O)(O)O,Y8F
CCCCC1=CC=CS1,Y8G
CN(C1=C2C=CNC2=NC=N1)[C@@H]1CCCCN(C(=O)CNC2=CC(Cl)=CC(Cl)=C2)C1,Y8H
OC1=C(Br)C=C(Br)C=C1,Y8I
CCCCC1=CC=CN=C1,Y8J
C[C@@]12CN(C(=O)OCC3=CC=C(OC(F)(F)F)C=C3)C[C@H]1CN(C(=O)C1=CC=C(S(N)(=O)=O)C=C1)C2,Y8K
CC1=C(C2=CC=NC(N=C3C=CC(N4CCNCC4)=CC3)=N2)SC(=O)N1C,Y8L
NC1=CC=C(CCCC2=CC=CC=C2)C=C1,Y8M
CCC(=O)N1C[C@H](C)N(C2=NC(OC[C@@]34CCCN3C[C@H](F)C4)=NC3=C(F)C(C4=CC=C(F)C5=C4C(C#N)=C(N)S5)=C(C(F)(F)F)C=C23)C[C@H]1C,Y8N
[H]/N=C\[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(F)F)C(C)(C)C)C2(C)C,Y8O
CC1=C(O)C(CN[C@@H]2CC(C(=O)O)CC[C@@H]2C)=C(COP(=O)(O)O)C=N1,Y8P
CNC(=O)C[C@H](NC(=O)COC1=C(OC)C=CC=C1CN(C)CC1=NC(C)=CS1)C1=CC=CC(C(F)(F)F)=C1,Y8Q
CC(=O)C1=C(O)CCCC1=O,Y8R
CC(C)C[C@H](NC(=O)OC[C@@H]1C[C@H]2C=CC[C@H](C2)C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,Y8S
CC(C)(C)OC(=O)N1CCN2C(=O)C3=CC(C4=CC=C(Cl)C=C4F)=CC=C3NC(=O)[C@H]2C1,Y8U
CC(C)C[C@H](NC(=O)OC[C@@H]1C[C@H]2C=CC[C@H](C2)C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)S(=O)(=O)O,Y8V
CC1=CC=CC([C@@H]2NC(=O)C3=C(Cl)C=CC=C3N2)=C1,Y8X
CC(C)C[C@H](NC(=O)OCC1C[C@H]2CCC[C@@H](C1)C2)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,Y91
CNC(=O)CN1CCN(C(=O)[C@H]2CC[C@@H](NC(=O)C3=CC=C(Cl)C(C(F)(F)F)=C3)C2)[C@@H](CC2=CC=CC=C2)C1=O,Y8Z
N#CC1=CC=C(N2CCN(C(=O)CC3=C(F)C=C(C4CC4)C=C3)CC2)N=N1,Y90
O=C(CC1=CC(F)=C(C2CC2)C=C1)N1CCN(C2=CC=C(Cl)N=N2)CC1,Y92
C[C@@H]1CN(C2=CC=C(Cl)N=N2)CCN1C(=O)CC1=CC=C(C2CC2)C=C1,Y93
C=CCNC(=O)NC1=CC=C(C)C(C(=O)N[C@H](C)C2=CC=CC3=C2C=CC=C3)=C1,Y94
CC1=CC=C(NC(=O)NC(N)=O)C=C1C(=O)N[C@H](C)C1=CC=CC2=C1C=CC=C2,Y95
CC1=CC=C(/C=N/O)C=C1C(=O)N[C@H](C)C1=CC=CC2=C1C=CC=C2,Y96
CC1=CC=C(NC2CNC2)C=C1C(=O)N[C@H](C)C1=CC=CC(C2=CC=C(CN[C@@H]3CCOC3)S2)=C1,Y97
C[C@@H](C1=CC=C(CC(=O)N2CCN(C3=CC=C(C#N)N=N3)CC2)C=C1)C(F)(F)F,Y99
CC1=CC=C(COC2=CC=CC(CNC3=NN=NN3)=C2)C=C1,Y9A
O=C(NC1=C(F)C(F)=C(C2=CC=CC=C2)C(F)=C1F)C1=NSN=C1O,Y9B
O=C(/C=C/C1=CC=C(OC(F)(F)F)C=C1)N1C[C@@H]2[C@H](C1)[C@H]1CN(C(=O)C3=CC=C4NN=NC4=C3)C[C@@H]21,Y9C
C=CC1=C(C2=C(C)C=CC3=C2C=NN3)C(OCC)=C2N=C(OC3CCN(C)CC3)N=C(N3CCC4(CC3)CN(C(=O)CC)C4)C2=C1,Y9D
O=C(O)C(=O)CCC1=CC=CC=C1,Y9E
CC1=CC(OCC2=NNC(=O)CC2)=C(C(C)(C)C)C=C1C#N,Y9F
O=C(O)C1=CNC2=C(C=CC=C2NCCS(=O)(=O)F)C1=O,Y9G
FCCC1CCN(C2=NC3=NC4=CC=CC=C4N3C=C2)CC1,Y9H
CC1=CN=C(N2CC3=CN=C(N[C@@H]4CC5=CC=C(Cl)C=C5C4)N=C3C2)N=C1,Y9I
CCCCC[C@H](O)CC[C@@H]1[C@H]2CC3=CC=CC(OCC(=O)O)=C3C[C@H]2C[C@H]1O,Y9J
CC1=CC2=C(C=C1C)N1[C@H](O)C[C@@H](C3=CC=C(C4=CC=CC(C5=CC=CC=C5)=C4)C=C3)[C@]13C(=O)NC(=O)N=C3N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,Y9K
O=C(OCC1=CC=C(OC(F)(F)F)C=C1)N1C[C@@H]2CN(C(=O)C3=CC=C4NC(=O)OC4=N3)C[C@H]2C1,Y9L
